Record ID|Description|EqNumber
1850|VSL,GENERIC,VERT,1422 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140977
1851|VESSEL,SEPARATOR,5'x15',VERTICAL Vessel  Separator|000000000001141660
1852|CONSOLIDATED,SEPARATOR,48"X26' Vessel  Separator|000000000001146825
1853|HYDROMATION DEEP-BED PRESSURE FILTER Vessel Filter|000000000001161486
1854|VESSEL,ISF,MODEL 340X Vessel Induced Stat Flotation|000000000001161521
1855|VESSEL,SEPARATOR,6'x15',VERTICAL Vessel  Separator|000000000001163183
1856|Ransome Mfg, Model RETH80, Tank Heater Vessel Heat  Exchanger|000000000001163455
1857|CAMERON,DEEP BED NUTSHELL FILTER Vessel Filter|000000000001163854
1858|VESSEL,SEPARATOR, VERT,FRP,2.6'x18' Vessel  Separator|000000000001163868
1859|VESSEL,12",STAINLESS STEEL,RESIN TRAP Vessel Filter|000000000001163871
1860|SULLAIR,SCF-910,PRE-FILTER Vessel Filter|000000000001163872
1861|VSL,12'X5'-4",STAINLESS STEEL,SOFTENER Vessel  Softener|000000000001163878
1862|VSL,14'X14'-4",STAINLESS STEEL,SOFTENER Vessel  Softener|000000000001163879
1863|VSL,10'X9'-4",STAINLESS STEEL,SOFTENER Vessel  Softener|000000000001163880
1864|VALIN C3 HYBRID TEST UNIT Vessel  Separator|000000000001164076
1865|VESSEL,WATER FILTER,10"X51"X3370# Vessel Filter|000000000001164741
1866|VESSEL,SEPARATOR,8'-4"X12' (Regen Unit) Vessel  Separator|000000000001165022
1867|8X16' ACCUMULATOR,316L SS Vessel Accumulator|000000000001165414
1868|8'X22' ACCUMULATOR,316L SS Vessel Accumulator|000000000001165416
1869|9'X22' ACCUMULATOR,CS Vessel Accumulator|000000000001165422
1870|HTEC12x168 6-pass tubeside Heat Exhanger Vessel Heat  Exchanger|000000000001176396
1871|HTEC-16x16.8 - 14-204 - Heat Exchanger Vessel Heat  Exchanger|000000000001177097
1872|VESSEL,SEPARATOR, VERTICAL, 2 PHASE Vessel  Separator|000000000001178085
1873|VESSEL,ACCUFLO,SEPARATOR,VERT,3 PHASE Vessel  Separator|000000000001178744
1874|Generic Heat Exchanger Vessel Heat  Exchanger|000000000001180173
1875|BASCO,Type 500,Model 03014,Exchanger Vessel Heat  Exchanger|000000000001184702
1876|BASCO,Type 500,Model 05024,Exchanger Vessel Heat  Exchanger|000000000001184719
1877|REDMAN EMULSION OIL HEATER Vessel Heat  Exchanger|000000000001188139
1878|N-550 PSA NITROGEN GENERATOR Vessel  Separator|000000000001189954
1879|KSFM VESSEL SEPERATOR,HORIZONTAL,3 PHASE Vessel  Separator|000000000001191834
1880|AA TECH VESSEL,FILTER Vessel Filter|000000000001195920
1881|VESSEL,SEPARATOR, VERT,FRP,ECR-18 Vessel  Separator|000000000001206566
1882|KSFM C3 HYBRID TEST UNIT Vessel  Separator|000000000001206853
1883|VSL,7'-5" x 8'-4" SOFTNER VESSEL Vessel  Softener|000000000001208098
1884|VALIN C3 UNIT Vessel  Separator|000000000001208131
1885|QUICK TANK VESSEL,FILTER Vessel Filter|000000000001208424
1886|Wosham Feed Oil Heat Exhanger Vessel Heat  Exchanger|000000000001209909
1887|Muirhead Emulsion Heat Exhanger Vessel Heat  Exchanger|000000000001209910
1888|CE-NATCO Heat Exhanger Vessel Heat  Exchanger|000000000001209913
1889|VESSEL, AA TECH INC SOFTNER VESSEL Vessel  Softener|000000000001210369
1890|KSFM VESSEL SEPERATOR,HORIZONTAL,2 PHASE Vessel  Separator|000000000001217311
1891|VESSEL,SAND FILTER Vessel Filter|000000000001217592
1892|VESSEL,SEPARATOR,16x75',VERTICAL Vessel  Separator|000000000001222437
1893| Flow Line/Injection Line|000000000001163693
1894| Flow Line/Injection Line|000000000001163719
1895|2" Inlet Piping to Manifold 8048-4 |000000000001171645
1896|2" Inlet Piping to Manifold 8074D-4 |000000000001171646
1897|2" Inlet Piping to Manifold 8090B-4 |000000000001171647
1898|2" Inlet Piping to Manifold 8091A-4 |000000000001171648
1899|2" Inlet Piping to Manifold 8099A-4 |000000000001171649
1900|2" Inlet Piping to Manifold 8114C-4 |000000000001171650
1901|2" Inlet Piping to Manifold 8120C-4 |000000000001171651
1902|2" Inlet Piping to Manifold 8123C-4 |000000000001171652
1903|2" Inlet Piping to Manifold 8196A-4 |000000000001171653
1904|2" Inlet Piping to Manifold 8214B-4 |000000000001171654
1905|2" Inlet Piping to Manifold 8214C-4 |000000000001171655
1906|2" Inlet Piping to Manifold 8217B-4 |000000000001171656
1907|2" Inlet Piping to Manifold 8239A-4 |000000000001171657
1908|2" Inlet Piping to Manifold 8241A-4 |000000000001171658
1909|2" Inlet Piping to Manifold 8265B-4 |000000000001171659
1910|2" Inlet Piping to Manifold 8265C-4 |000000000001171660
1911|2" Inlet Piping to Manifold 8289A-4 |000000000001171661
1912|2" Inlet Piping to Manifold 8290A-4 |000000000001171662
1913|2" Inlet Piping to Manifold 8292B-4 |000000000001171663
1914|2" Inlet Piping to Manifold 8292C-4 |000000000001171664
1915|2" Inlet Piping to Manifold 8314A-4 Transfer Pipe Line|000000000001171665
1916|2" Inlet Piping to Manifold 548DHZL33 Flow Line/Injection Line|000000000001176923
1917|2" Inlet Piping to Well 553ER2-33 Flow Line/Injection Line|000000000001177215
1918|2" Inlet Piping to Manifold 553GR2-33 Flow Line/Injection Line|000000000001177216
1919|2" Inlet Piping to Well 562DR3-33 Flow Line/Injection Line|000000000001177351
1920| Flow Line/Injection Line|000000000001177362
1921| Flow Line/Injection Line|000000000001177493
1922|2" Inlet Piping to Well 575ER2-33 Flow Line/Injection Line|000000000001177655
1923| Flow Line/Injection Line|000000000001177755
1924|2" Inlet Piping to Manifold 548LHZL33 Flow Line/Injection Line|000000000001177765
1925|2" Flowline from Flow Line/Injection Line|000000000001218506
1926|2" Flowline from Flow Line/Injection Line|000000000001218507
1927|2" Flowline from Flow Line/Injection Line|000000000001218508
1928|2" Flowline from Flow Line/Injection Line|000000000001218509
1929|2" Flowline from Flow Line/Injection Line|000000000001218510
1930|2" Flowline from Flow Line/Injection Line|000000000001218511
1931|2" Flowline from Flow Line/Injection Line|000000000001218512
1932|2" Flowline from Flow Line/Injection Line|000000000001218513
1933|2" Flowline from Flow Line/Injection Line|000000000001218514
1934|2" Flowline from Flow Line/Injection Line|000000000001218515
1935|2" Flowline from Flow Line/Injection Line|000000000001218516
1936|2" Flowline from Flow Line/Injection Line|000000000001218517
1937|2" Flowline from Flow Line/Injection Line|000000000001218518
1938|2" Flowline from Flow Line/Injection Line|000000000001218519
1939|2" Flowline from Flow Line/Injection Line|000000000001218520
1940|2" Flowline from Flow Line/Injection Line|000000000001218521
1941|2" Flowline from Flow Line/Injection Line|000000000001218522
1942|2" Flowline from Flow Line/Injection Line|000000000001218523
1943|2" Flowline from Flow Line/Injection Line|000000000001218524
1944|2" Flowline from Flow Line/Injection Line|000000000001218525
1945|2" Flowline from Flow Line/Injection Line|000000000001218526
